module,type,name,res_id,src,value
crm,view,crm.meeting,0,Decline,Recusar
crm,field,"crm.segmentation,som_interval_decrease",0,Decrease (0>1),Diminuir (0>1)
crm,field,"crm.segmentation,som_interval_default",0,Default (0=None),Padrão (0=Nenhum)
crm,help,"crm.segmentation,som_interval_default",0,Default state of mind for period preceeding the 'Max Interval' computation. This is the starting state of mind by default if the partner has no event.,Estado emocional padrão para o período que antecede o 'Intervalo Máximo processado. Este é o estado emocional padrão se o parceiro não tem nenhum evento.
crm,model,"ir.actions.act_window,name",crm.crm_case_section_view_form_installer,Define Sales Team,Definir Equipe de Vendas
crm,model,"ir.actions.act_window,help",crm.crm_case_section_act,"Define a Sales Team to organize your different salesmen or sales departments into separate teams. Each team will work in its own list of opportunities, sales orders, etc. Each user can set a default team in his user preferences. The opportunities and sales order displayed, will automatically be filtered according to his team.","Definir uma equipe de vendas para organizar seus diferentes vendedores ou departamentos de vendas em equipes separadas. Cada equipe vai trabalhar em sua própria lista de oportunidades, Pedidos de Vendas, etc Cada usuário pode configurar uma equipe padrão nas preferências do usuário. As oportunidades e Pedidos de Venda exibidos, serão automaticamente filtrados de acordo com sua equipe."
crm,model,"ir.actions.act_window,help",crm.crm_case_section_view_form_installer,"Define sales teams to structure your sales organization and assign users to each team. You should also define the sales stage to each team. As an example, if you use Solutions Selling techniques to track your opportunities, you can assign the following stage to the team: Territory, Qualified, Qualified Sponsors, Proposition, Negociaton, Won/Lost.","Defina Equipe de Vendas para estruturar seu departamento de vendas e associar usuários a cada Equipe. Você também deve definir o estágio de vendas de cada equipe. Por exemplo, se você usar técnicas de Vendas de Soluções para rastrear suas oportunidades, você pode associar o seguinte estágio para a equipe: Território, Qualificado, Patrocinador Qualificado, Proposta, Negociação, Ganha/Perda"
crm,help,"crm.meeting,exrule",0,Defines a rule or repeating pattern of time to exclude from the recurring rule.,Define uma regra ou padrão de repetição de tempo para excluir da regra recorrente.
crm,field,"crm.lead.report,delay_close",0,Delay to Close,Adiar Fechamento
crm,field,"crm.lead.report,delay_open",0,Delay to Open,Espera para Abrir
crm,view,crm.lead.report,0,Delay to close,Adiar o fechamento
crm,field,"crm.phonecall.report,delay_close",0,Delay to close,Adiar o fechamento
crm,view,crm.lead.report,0,Delay to open,Espera para abrir
crm,view,crm.phonecall.report,0,Delay to open,Espera para abrir
crm,field,"crm.phonecall.report,delay_open",0,Delay to open,Espera para abrir
crm,view,crm.meeting,0,Delegate,Atribuir
crm,field,"crm.case.section,note",0,Description,Descrição
crm,view,crm.meeting,0,Description,Descrição
crm,field,"crm.meeting,description",0,Description,Descrição
crm,view,crm.phonecall,0,Description,Descrição
crm,field,"crm.phonecall,description",0,Description,Descrição
crm,view,crm.segmentation,0,Description,Description
crm,field,"crm.segmentation,description",0,Description,Descrição
crm,view,crm.lead,0,Details,Detalhes
crm,view,crm.meeting,0,Details,Detalhes
crm,selection,"crm.lead2opportunity.partner,action",0,Do not link to a partner,Não vincular a um parceiro
crm,selection,"crm.lead2opportunity.partner.mass,action",0,Do not link to a partner,Não vincular a um parceiro
crm,view,crm.meeting,0,Done,Concluído
crm,selection,"crm.meeting,state",0,Done,Concluído
crm,code,addons/crm/crm.py,466,Draft,Provisório
crm,selection,"crm.lead.report,state",0,Draft,Provisório
crm,selection,"crm.phonecall,state",0,Draft,Provisório
crm,selection,"crm.phonecall.report,state",0,Draft,Provisório
crm,field,"crm.meeting,duration",0,Duration,Duração
crm,field,"crm.phonecall,duration",0,Duration,Duração
crm,field,"crm.phonecall.report,duration",0,Duration,Duração
crm,help,"crm.phonecall,duration",0,Duration in Minutes,Duração em Minutos
crm,field,"crm.lead,email",0,E-Mail,E-mail
crm,help,"crm.lead,email_from",0,E-mail address of the contact,Endereço de E-mail do contato
crm,model,"ir.model,name",crm.model_mail_compose_message,E-mail composition wizard,Assistente de composição de E-mail.
crm,view,crm.lead,0,Edit,Editar
crm,view,crm.lead,0,Email,E-mail
crm,field,"crm.lead,email_from",0,Email,E-mail
crm,field,"crm.meeting,email_from",0,Email,E-mail
crm,field,"crm.phonecall,email_from",0,Email,E-mail
crm,view,crm.meeting,0,End Date,Data de Término
crm,view,res.partner,0,End Date,Data de Término
crm,selection,"crm.meeting,end_type",0,End date,Data final
crm,view,crm.meeting,0,End of recurrency,Fim da periodicidade
crm,code,addons/crm/crm_lead.py,838,Error,Erro
crm,code,addons/crm/wizard/crm_add_note.py,28,Error,Erro
crm,code,addons/crm/crm.py,430,Error !,Erro!
crm,constraint,crm.case.section,0,Error ! You cannot create recursive Sales team.,Erro! Você não pode criar uma Equipe de Vendas recursiva.
crm,code,addons/crm/crm_action_rule.py,62,Error!,Erro!
crm,constraint,base.action.rule,0,Error: The mail is not well formated,Erro: O email não está formatado corretamente
crm,code,addons/crm/crm.py,433,Escalate,Escalar
crm,view,crm.lead,0,Escalate,Escalar
crm,view,res.partner,0,Escalate,Escalar
crm,view,calendar.attendee,0,Event Type,Tipo de Evento
crm,field,"calendar.attendee,categ_id",0,Event Type,Tipo de Evento
crm,field,"crm.lead.report,deadline_year",0,Ex. Closing Year,Expectativa de Fechamento Anual
crm,field,"crm.meeting,exdate",0,Exception Date/Times,Excessões de Data e Hora
crm,field,"crm.meeting,exrule",0,Exception Rule,Regra de Exceção
crm,field,"crm.segmentation,exclusif",0,Exclusive,Exclusivo
crm,field,"crm.segmentation,state",0,Execution Status,Situação da Execução
crm,view,crm.lead.report,0,Exp. Closing,Fechamento Esperado
crm,field,"crm.lead.report,deadline_day",0,Exp. Closing Day,Fechamento Esperado
crm,field,"crm.lead.report,deadline_month",0,Exp. Closing Month,Mês de Fechamento Esperado
crm,view,crm.lead,0,Exp.Closing,Fechamento Esperado
crm,view,crm.lead,0,Expected Closing,Fechamento Esperado
crm,field,"crm.lead,date_deadline",0,Expected Closing,Fechamento Esperado
crm,field,"crm.partner2opportunity,planned_revenue",0,Expected Revenue,Receita Esperada
crm,field,"crm.phonecall2opportunity,planned_revenue",0,Expected Revenue,Receita Esperada
crm,view,crm.lead,0,Expected Revenues,Receitas Esperadas
crm,help,"crm.lead.report,deadline_day",0,Expected closing day,Dia esperado para fechamento
crm,help,"crm.lead.report,deadline_month",0,Expected closing month,Mês de fechamento esperado
crm,help,"crm.lead.report,deadline_year",0,Expected closing year,Fechamento Anual Esperado
crm,view,crm.lead.report,0,Extended Filters...,Filtros Extendidos...
crm,view,crm.phonecall.report,0,Extended Filters...,Filtros Extendidos...
crm,view,crm.lead,0,Extra Info,Informações Adicionais
crm,field,"crm.lead,fax",0,Fax,Fax
crm,selection,"crm.lead.report,creation_month",0,February,Fevereiro
crm,selection,"crm.lead.report,deadline_month",0,February,Fevereiro
crm,selection,"crm.meeting,month_list",0,February,Fevereiro
crm,selection,"crm.phonecall.report,month",0,February,Fevereiro
crm,field,"crm.lead,state_id",0,Fed. State,Estado(UF)
crm,selection,"crm.meeting,byday",0,Fifth,Quinto
crm,selection,"crm.meeting,byday",0,First,Primeiro
crm,selection,"crm.meeting,byday",0,Fourth,Quarto
crm,selection,"crm.meeting,show_as",0,Free,Livre
crm,field,"crm.meeting,fr",0,Fri,Sex
crm,selection,"crm.meeting,week_list",0,Friday,Sexta
crm,view,crm.meeting,0,From,De
crm,code,addons/crm/crm_lead.py,456,From %s : %s,De %s : %s
crm,model,"ir.actions.act_window,help",crm.action_report_crm_phonecall,"From this report, you can analyse the performance of your sales team, based on their phone calls. You can group or filter the information according to several criteria and drill down the information, by adding more groups in the report.","A partir deste relatório, é possível analisar o desempenho de sua equipe de vendas, com base nas suas chamadas telefônicas. Você pode agrupar ou filtrar as informações de acordo com vários critérios e detalhamentos das informações, pela adição de mais grupos no relatório."
crm,help,"crm.lead,type_id",0,"From which campaign (seminar, marketing campaign, mass mailing, ...) did this contact come from?","De qual campanha (seminário, campanha de marketing, email em massa, ...) este contato veio?"
crm,field,"crm.lead,function",0,Function,Função
crm,field,"crm.lead,email_cc",0,Global CC,CC Global
crm,model,"crm.case.resource.type,name",crm.type_lead5,Google Adwords,Google Adwords
crm,model,"crm.case.resource.type,name",crm.type_lead6,Google Adwords 2,Google Adwords 2
crm,view,crm.lead,0,Group By...,Agrupar por...
crm,view,crm.lead.report,0,Group By...,Agrupar por...
crm,view,crm.phonecall,0,Group By...,Agrupar por...
crm,view,crm.phonecall.report,0,Group By...,Agrupar por...
crm,view,crm.phonecall,0,Held,Realizada
crm,selection,"crm.phonecall,state",0,Held,Realizada
crm,view,crm.phonecall.report,0,Held,Realizada
crm,selection,"crm.phonecall.report,state",0,Held,Realizada
crm,view,res.partner,0,Held,Realizada
crm,selection,"crm.lead,priority",0,High,Alta
crm,selection,"crm.lead.report,priority",0,High,Alta
crm,selection,"crm.phonecall,priority",0,High,Alta
crm,selection,"crm.phonecall.report,priority",0,High,Alta
crm,selection,"crm.lead,priority",0,Highest,Máxima
crm,selection,"crm.lead.report,priority",0,Highest,Máxima
crm,selection,"crm.phonecall,priority",0,Highest,Máxima
crm,selection,"crm.phonecall.report,priority",0,Highest,Máxima
crm,view,crm.lead,0,History,Histórico
crm,view,res.partner,0,History,Histórico
crm,view,crm.lead,0,History Information,Histórico
crm,field,"crm.lead,id",0,ID,ID
crm,field,"crm.meeting,id",0,ID,ID
crm,field,"crm.phonecall,id",0,ID,ID
crm,help,"crm.lead,optin",0,"If opt-in is checked, this contact has accepted to receive emails.","Se opt-in estiver marcada, este contato aceitou receber e-mails."
crm,help,"crm.lead,optout",0,"If opt-out is checked, this contact has refused to receive emails or unsubscribed to a campaign.","If opt-out é marcado, este contato será recusado para receber emails ou inscrições para uma campanha."
crm,help,"crm.meeting,active",0,"If the active field is set to          true, it will allow you to hide the event alarm information without removing it.","Se o campo Ativo estiver marcado, você poderá esconder a informação de alarme de evento sem removê-la."
crm,help,"crm.case.section,active",0,"If the active field is set to true, it will allow you to hide the sales team without removing it.","Se o campo ativo estiver como verdadeiro, ele permitirá que você esconda a equipe de vendas sem remove-la."
crm,help,"crm.segmentation,som_interval_decrease",0,"If the partner has not purchased (or bought) during a period, decrease the state of mind by this factor. It's a multiplication","Se o parceiro não tiver comprado durante um período, diminuir o estado de espírito por este factor. Isso é uma multiplicação"
crm,help,"crm.case.stage,case_default",0,"If you check this field, this stage will be proposed by default on each sales team. It will not assign this stage to existing teams.","Se você marcar este campo, esta etapa será proposta por padrão em cada equipe de vendas. Não irá atribuir esta fase às equipes já existentes."
crm,selection,"crm.add.note,state",0,In Progress,Em Progresso
crm,selection,"crm.lead,state",0,In Progress,Em Andamento
crm,model,"crm.case.categ,name",crm.categ_phone1,Inbound,Recebidas
crm,model,"crm.case.categ,name",crm.categ_oppor2,Interest in Accessories,Interesse em Acessórios
crm,model,"crm.case.categ,name",crm.categ_oppor1,Interest in Computer,Interesse em Computador
crm,model,"crm.case.categ,name",crm.categ_meet2,Internal Meeting,Reunião Interna
crm,view,crm.meeting,0,Invitation Detail,Detalhes do Convite
crm,view,crm.meeting,0,Invitation details,Detalhes do Convite
crm,view,crm.meeting,0,Invite People,Convidar Pessoas
crm,selection,"crm.lead.report,creation_month",0,January,Janeiro
crm,selection,"crm.lead.report,deadline_month",0,January,Janeiro
crm,selection,"crm.meeting,month_list",0,January,Janeiro
crm,selection,"crm.phonecall.report,month",0,January,Janeiro
crm,selection,"crm.lead.report,creation_month",0,July,Julho
crm,selection,"crm.lead.report,deadline_month",0,July,Julho
crm,selection,"crm.meeting,month_list",0,July,Julho
crm,selection,"crm.phonecall.report,month",0,July,Julho
crm,selection,"crm.lead.report,creation_month",0,June,Junho
crm,selection,"crm.lead.report,deadline_month",0,June,Junho
crm,selection,"crm.meeting,month_list",0,June,Junho
crm,selection,"crm.phonecall.report,month",0,June,Junho
crm,selection,"crm.meeting,byday",0,Last,Último
crm,field,"crm.lead,date_action_last",0,Last Action,Última Ação
crm,field,"crm.meeting,date_action_last",0,Last Action,Última Ação
crm,field,"crm.phonecall,date_action_last",0,Last Action,Última Ação
crm,view,crm.lead,0,Lead,Prospecto
crm,selection,"crm.lead,type",0,Lead,Prospecto
crm,view,crm.lead.report,0,Lead,Prospecto
crm,selection,"crm.lead.report,type",0,Lead,Prospecto
crm,code,addons/crm/crm_lead.py,558,Lead '%s' has been converted to an opportunity.,A Prospecção '%s' foi convertida em uma oportunidade.
crm,view,crm.lead,0,Lead / Customer,Prospecto / Cliente
crm,model,"ir.model,name",crm.model_crm_lead2opportunity_partner,Lead To Opportunity Partner,Prospecto para Oportunidade de Parceiro
crm,model,"ir.model,name",crm.model_crm_lead2partner,Lead to Partner,Prospecto para Parceiro
crm,field,"crm.phonecall,opportunity_id",0,Lead/Opportunity,Prospecto/Oportunidade
crm,view,crm.lead,0,Leads,Prospectos
crm,model,"ir.actions.act_window,name",crm.crm_case_category_act_leads_all,Leads,Prospectos
crm,model,"ir.ui.menu,name",crm.menu_crm_case_categ0_act_leads,Leads,Prospectos
crm,model,"process.node,name",crm.process_node_leads0,Leads,Prospectos
crm,view,crm.lead.report,0,Leads Analysis,Análise de Prospecções
crm,model,"ir.actions.act_window,name",crm.action_report_crm_lead,Leads Analysis,Análise de Prospecções
crm,model,"ir.ui.menu,name",crm.menu_report_crm_leads_tree,Leads Analysis,Análise de Prospecções
crm,model,"ir.actions.act_window,help",crm.action_report_crm_lead,"Leads Analysis allows you to check different CRM related information. Check for treatment delays, number of responses given and emails sent. You can sort out your leads analysis by different groups to get accurate grained analysis.","Análise de Prospecções permite que você verifique diferentes informações de CRM. Marque para atrasos de atendimento, número de respostas dadas e emails enviados, Você pode classificar suas prospecções por diferentes grupos para ter uma análise apurada."
crm,view,crm.lead,0,Leads Form,Formulário de Prospectos
crm,view,crm.lead,0,Leads Generation,Geração de Propectos
crm,model,"ir.actions.act_window,help",crm.crm_case_category_act_leads_all,"Leads allow you to manage and keep track of all initial contacts with a prospect or partner showing interest in your products or services. A lead is usually the first step in your sales cycle. Once qualified, a lead may be converted into a business opportunity, while creating the related partner for further detailed tracking of any linked activities. You can import a database of prospects, keep track of your business cards or integrate your website's contact form with the OpenERP Leads. Leads can be connected to the email gateway: new emails may create leads, each of them automatically gets the history of the conversation with the prospect.","Prospéctos permitem gerenciar e acompanhar todos os contatos iniciais como um prospeto ou parceiro demonstrando interesse em seus produtos ou serviços. A ligação é normalmente o primeiro passo em seu ciclo de vendas. Uma vez qualificado, o prospécto pode ser convertido em uma oportunidade de negócio, criando-se um parceiro relacionado para acompanhamento mais detalhado de quaisquer actividades relacionadas. Você pode importar um banco de dados de clientes potenciais, acompanhar seus cartões de visita ou integrar o formulário de contatos do seu site com os prospéctos do OpenERP. Os prospéctos podem ser conectados ao gateway de e-mail: novos e-mails podem criar prospéctos, cada um deles obtém automaticamente o histórico da conversação com o cliente potencial."
crm,view,res.partner,0,Leads and Opportunities,Prospecções e Oportunidades
crm,field,"res.partner,opportunity_ids",0,Leads and Opportunities,Prospectos e Oportunidades
crm,view,crm.lead,0,Leads creating during last 7 days,Prospeções criadas nos últimos 7 dias
crm,view,crm.lead.report,0,Leads/Opportunities created in current month,Prospecções/Oportunidades criadas neste mês
crm,view,crm.lead.report,0,Leads/Opportunities created in current year,Prospecções/Oportunidades criadas neste ano
crm,view,crm.lead.report,0,Leads/Opportunities created in last month,Prospecções/Oportunidades criadas no mês passado
crm,view,crm.lead.report,0,Leads/Opportunities which are in New state,Prospectos/Oportunidades com Estágio Novo
crm,view,crm.lead.report,0,Leads/Opportunities which are in done state,Prospectos/Oportunidades com o situação concluído
crm,view,crm.lead.report,0,Leads/Opportunities which are in open state,Prospectos/Oportunidades com situação em aberto
crm,view,crm.lead.report,0,Leads/Opportunities which are in pending state,Prospectos/Oportunidades com situação pendente
crm,help,"crm.meeting,rrule_type",0,Let the event automatically repeat at that interval,Deixar que o evento repita automaticamente nesse intervalo
crm,selection,"crm.lead2opportunity.partner,action",0,Link to an existing partner,Associar a um Parceiro Existente
crm,selection,"crm.lead2opportunity.partner.mass,action",0,Link to an existing partner,Associar a um Parceiro Existente
crm,selection,"crm.lead2partner,action",0,Link to an existing partner,Associar a um Parceiro Existente
crm,selection,"crm.phonecall2partner,action",0,Link to an existing partner,Associar a um Parceiro Existente
crm,view,crm.lead,0,Links,Links
crm,field,"crm.meeting,location",0,Location,Localização
crm,help,"crm.meeting,location",0,Location of Event,Localização do Evento
crm,view,crm.lead,0,Log Call,Registrar Ligação
crm,selection,"crm.opportunity2phonecall,action",0,Log a call,Registrar uma ligação
crm,selection,"crm.phonecall2phonecall,action",0,Log a call,Registrar uma ligação
crm,view,crm.opportunity2phonecall,0,Log call,Registrar ligação
crm,view,crm.phonecall2phonecall,0,Log call,Registrar Ligação
crm,model,"ir.actions.act_window,name",crm.crm_case_categ_phone_incoming0,Logged Calls,Ligações Registradas
crm,model,"ir.ui.menu,name",crm.menu_crm_case_phone_inbound,Logged Calls,Ligações Registradas
crm,model,"crm.case.stage,name",crm.stage_lead6,Lost,Perdido
crm,view,crm.lead,0,Lost,Perdido
crm,selection,"crm.lead,priority",0,Low,Baixa
crm,selection,"crm.lead.report,priority",0,Low,Baixa
crm,selection,"crm.phonecall,priority",0,Low,Baixa
crm,selection,"crm.phonecall.report,priority",0,Low,Baixa
crm,selection,"crm.lead,priority",0,Lowest,Mínima
crm,selection,"crm.lead.report,priority",0,Lowest,Mínima
crm,selection,"crm.phonecall,priority",0,Lowest,Mínima
crm,selection,"crm.phonecall.report,priority",0,Lowest,Mínima
crm,view,crm.lead,0,Mail,E-mail
crm,model,"crm.case.resource.type,name",crm.type_lead2,Mail Campaign 1,Email Campanha 1
crm,model,"crm.case.resource.type,name",crm.type_lead3,Mail Campaign 2,Email Campanha 2
crm,view,crm.case.section,0,Mail Gateway,Gateway de Email
crm,view,crm.meeting,0,Mail To,Enviar Para:
crm,field,"base.action.rule,act_mail_to_partner",0,Mail to Partner,Email para Parceiro
crm,view,crm.lead,0,Mailings,Mala Direta
crm,field,"crm.segmentation.line,operator",0,Mandatory / Optional,Obrigatório / Opcional
crm,selection,"crm.segmentation.line,operator",0,Mandatory Expression,Expressão Obrigatória
crm,selection,"crm.lead.report,creation_month",0,March,Março
crm,selection,"crm.lead.report,deadline_month",0,March,Março
crm,selection,"crm.meeting,month_list",0,March,Março
crm,selection,"crm.phonecall.report,month",0,March,Março
crm,view,crm.lead,0,Mark Lost,Perdemos
crm,view,crm.lead,0,Mark Won,Ganhamos!
crm,field,"crm.meeting,class",0,Mark as,Marcar como
crm,model,"ir.model,name",crm.model_crm_lead2opportunity_partner_mass,Mass Lead To Opportunity Partner,Prospectos para Oportunidades  em lote
crm,field,"crm.segmentation,som_interval_max",0,Max Interval,Intervalo Máximo
crm,field,"crm.segmentation,partner_id",0,Max Partner ID processed,Maior ID do Parceiro processado
crm,field,"base.action.rule,trg_max_history",0,Maximum Communication History,Histórico Máximo de Comunicação
crm,selection,"crm.lead.report,creation_month",0,May,Maio
crm,selection,"crm.lead.report,deadline_month",0,May,Maio
crm,selection,"crm.meeting,month_list",0,May,Maio
crm,selection,"crm.phonecall.report,month",0,May,Maio
crm,view,crm.meeting,0,Meeting,Reunião
crm,view,crm.phonecall,0,Meeting,Reunião
crm,model,"ir.model,name",crm.model_crm_meeting,Meeting,Reunião
crm,model,"process.node,name",crm.process_node_meeting0,Meeting,Reunião
crm,model,"res.request.link,name",crm.request_link_meeting,Meeting,Reunião
crm,view,crm.meeting,0,Meeting / Partner,Reunião / Parceiro
crm,model,"ir.actions.act_window,name",crm.crm_meeting_categ_action,Meeting Categories,Categorias de Reunião
crm,model,"ir.ui.menu,name",crm.menu_crm_case_meeting-act,Meeting Categories,Categorias de Reunião
crm,model,"ir.actions.act_window,name",crm.action_view_attendee_form,Meeting Invitations,Convites de Reunião
crm,model,"ir.ui.menu,name",crm.menu_attendee_invitations,Meeting Invitations,Convites de Reunião
crm,view,crm.meeting,0,Meeting Type,Tipo de Reunião
crm,field,"crm.meeting,categ_id",0,Meeting Type,Tipo de Reunião
crm,code,addons/crm/crm_lead.py,821,Meetings,Reuniões
crm,code,addons/crm/crm_phonecall.py,296,Meetings,Reuniões
crm,code,addons/crm/wizard/crm_phonecall_to_meeting.py,83,Meetings,Reuniões
crm,view,crm.meeting,0,Meetings,Reuniões
crm,model,"ir.actions.act_window,name",crm.act_crm_opportunity_crm_meeting_new,Meetings,Reuniões
crm,model,"ir.actions.act_window,name",crm.crm_case_categ_meet,Meetings,Reuniões
crm,model,"ir.ui.menu,name",crm.menu_crm_case_categ_meet,Meetings,Reuniões
crm,model,"ir.ui.menu,name",crm.menu_meeting_sale,Meetings,Reuniões
crm,view,res.partner,0,Meetings,Reuniões
crm,field,"res.partner,meeting_ids",0,Meetings,Reuniões
crm,view,crm.merge.opportunity,0,Merge Opportunities,Mesclar Oportunidades
crm,model,"ir.actions.act_window,name",crm.action_merge_opportunities,Merge Opportunities,Mesclar Oportunidades
crm,model,"ir.actions.act_window,name",crm.merge_opportunity_act,Merge Opportunities,Mesclar Oportunidades
crm,model,"ir.model,name",crm.model_crm_merge_opportunity,Merge two Opportunities,Mesclar duas Oportunidades
crm,selection,"crm.lead2opportunity.partner,name",0,Merge with existing Opportunities,Merge with existing Opportunities
crm,selection,"crm.lead2opportunity.partner.mass,name",0,Merge with existing Opportunities,Merge with existing Opportunities
crm,code,addons/crm/crm_lead.py,436,Merged opportunities,Oportunidades mescladas
crm,field,"crm.lead,message_ids",0,Messages,Mensagens
crm,field,"crm.meeting,message_ids",0,Messages,Mensagens
crm,field,"crm.phonecall,message_ids",0,Messages,Mensagens
crm,view,crm.lead,0,Misc,Diversos
crm,field,"crm.lead,mobile",0,Mobile,Celular
crm,field,"crm.phonecall,partner_mobile",0,Mobile,Celular
crm,field,"crm.meeting,mo",0,Mon,Seg
crm,selection,"crm.meeting,week_list",0,Monday,Segunda
crm,view,crm.lead.report,0,Month,Mês
crm,field,"crm.meeting,month_list",0,Month,Mês
crm,view,crm.phonecall.report,0,Month,Mês
crm,field,"crm.phonecall.report,month",0,Month,Mês
crm,view,crm.phonecall.report,0,Month of call,Mês da ligação
crm,view,crm.lead.report,0,Month-1,Mês-1
crm,view,crm.phonecall.report,0,Month-1,Mês-1
crm,selection,"crm.meeting,rrule_type",0,Monthly,Mensal
crm,view,crm.lead.report,0,My Case(s),Meu(s) Caso(s)
crm,view,crm.phonecall.report,0,My Case(s),Meu(s) Caso(s)
crm,view,crm.meeting,0,My Meetings,Minhas Reuniões
crm,model,"ir.actions.act_window,name",crm.act_my_oppor,My Open Opportunities,Minhas Oportunidades em Aberto
crm,view,board.board,0,My Opportunities,Minhas Oportunidades
crm,view,board.board,0,My Planned Revenues by Stage,Minhas Receitas Planejadas por Estágio
crm,view,crm.lead,0,My Sales Team(s),Minha Equipe de Vendas
crm,view,crm.lead.report,0,My Sales Team(s),Minha(s) Equipe(s) de Vendas
crm,view,crm.meeting,0,My Sales Team(s),Minha Equipe de Vendas
crm,view,crm.phonecall,0,My Sales Team(s),Minha Equipe de Vendas
crm,view,crm.phonecall.report,0,My Sales Team(s),Minha(s) Equipe(s) de Vendas
crm,field,"crm.case.categ,name",0,Name,Nome
crm,field,"crm.lead,name",0,Name,Nome
crm,field,"crm.segmentation,name",0,Name,Nome
crm,model,"crm.case.categ,name",crm.categ_oppor7,Need Consulting,Necessita de Consultoria
crm,model,"crm.case.categ,name",crm.categ_oppor4,Need Information,Necessita Informação
crm,model,"crm.case.categ,name",crm.categ_oppor3,Need Services,Necessidade de Serviços
crm,model,"crm.case.categ,name",crm.categ_oppor5,Need a Website Design,Precisa do desenvolvimeno de um Website
crm,model,"crm.case.stage,name",crm.stage_lead4,Negotiation,Negociação
crm,selection,"crm.add.note,state",0,New,Novo
crm,model,"crm.case.stage,name",crm.stage_lead1,New,Novo
crm,view,crm.lead,0,New,Novo
crm,selection,"crm.lead,state",0,New,Novo
crm,view,crm.lead.report,0,New,Novo
crm,view,crm.lead,0,New Leads,Novos Prospectos
crm,view,crm.lead,0,New Opportunities,Novas Oportunidades
crm,model,"crm.case.resource.type,name",crm.type_lead8,Newsletter,Newsletter
crm,view,res.partner,0,Next,Próximo
crm,field,"crm.lead,date_action_next",0,Next Action,Próxima Ação
crm,field,"crm.lead,title_action",0,Next Action,Próxima Ação
crm,field,"crm.meeting,date_action_next",0,Next Action,Próxima Ação
crm,field,"crm.phonecall,date_action_next",0,Next Action,Próxima Ação
crm,field,"crm.lead,date_action",0,Next Action Date,Data da Próxima Ação
crm,view,crm.lead,0,Next Stage,Próximo Estágio
crm,code,addons/crm/crm_action_rule.py,62,No E-Mail Found for your Company address!,Email de sua Empresa não configurado!
crm,code,addons/crm/crm_lead.py,742,No Subject,Sem Assunto
crm,selection,"crm.lead,priority",0,Normal,Normal
crm,selection,"crm.lead.report,priority",0,Normal,Normal
crm,selection,"crm.phonecall,priority",0,Normal,Normal
crm,selection,"crm.phonecall.report,priority",0,Normal,Normal
crm,model,"process.transition,note",crm.process_transition_opportunitymeeting0,Normal or phone meeting for opportunity,Reunião normal ou por telefone para a oportunidade
crm,view,crm.phonecall,0,Not Held,Pendente
crm,selection,"crm.phonecall,state",0,Not Held,Pendente
crm,view,crm.phonecall.report,0,Not Held,Pendente
crm,view,res.partner,0,Not Held,Pendente
crm,selection,"crm.segmentation,state",0,Not Running,Parado
crm,field,"crm.opportunity2phonecall,note",0,Note,Observação
crm,field,"crm.phonecall2phonecall,note",0,Note,Observação
crm,field,"crm.add.note,body",0,Note Body,Corpo da Anotação
crm,view,crm.case.section,0,Notes,Observações
crm,view,crm.lead,0,Notes,Observações
crm,field,"crm.lead,description",0,Notes,Observações
crm,view,crm.opportunity2phonecall,0,Notes,Observações
crm,selection,"crm.lead.report,creation_month",0,November,Novembro
crm,selection,"crm.lead.report,deadline_month",0,November,Novembro
crm,selection,"crm.meeting,month_list",0,November,Novembro
crm,selection,"crm.phonecall.report,month",0,November,Novembro
crm,help,"crm.lead.report,delay_close",0,Number of Days to close the case,Número de Dias para concluir o caso
crm,help,"crm.phonecall.report,delay_close",0,Number of Days to close the case,Número de Dias para concluir o caso
crm,help,"crm.lead.report,delay_open",0,Number of Days to open the case,Número de Dias para abrir o caso
crm,help,"crm.phonecall.report,delay_open",0,Number of Days to open the case,Número de Dias para abrir o caso
crm,selection,"crm.meeting,end_type",0,Number of repetitions,Número de repetições
crm,field,"crm.case.categ,object_id",0,Object Name,Nome do Objeto
crm,selection,"crm.lead.report,creation_month",0,October,Outubro
crm,selection,"crm.lead.report,deadline_month",0,October,Outubro
crm,selection,"crm.meeting,month_list",0,October,Outubro
crm,selection,"crm.phonecall.report,month",0,October,Outubro
crm,code,addons/crm/crm.py,396,Open,Aberto
crm,view,crm.lead,0,Open,Aberto
crm,view,crm.lead.report,0,Open,Aberto
crm,selection,"crm.lead.report,state",0,Open,Aberto
crm,view,res.partner,0,Open,Aberto
crm,view,crm.lead,0,Open Opportunities,Oportunidades em Aberto
crm,field,"crm.lead,date_open",0,Opened,Aberto
crm,field,"crm.phonecall,date_open",0,Opened,Aberto
crm,field,"crm.lead.report,opening_date",0,Opening Date,Data de Abertura
crm,field,"crm.phonecall.report,opening_date",0,Opening Date,Data de Abertura
crm,field,"crm.segmentation.line,expr_operator",0,Operator,Operador
crm,view,crm.lead,0,Opportunities,Oportunidades
crm,field,"crm.lead2opportunity.partner,opportunity_ids",0,Opportunities,Oportunidades
crm,field,"crm.lead2opportunity.partner.mass,opportunity_ids",0,Opportunities,Oportunidades
crm,field,"crm.merge.opportunity,opportunity_ids",0,Opportunities,Oportunidades
crm,model,"ir.actions.act_window,name",crm.crm_case_category_act_oppor11,Opportunities,Oportunidades
crm,model,"ir.ui.menu,name",crm.menu_crm_case_opp,Opportunities,Oportunidades
